"ID","StuNun","Data"
"1160","hs12","飛盤"
"1161","hs20","標靶"
"1162","hs29","標靶"
"1163","hs21","光碟"
"1164","hs15","方向盤"
"1165","hs29","飛盤"
"1166","hs33","螺絲(由上往下)"
"1167","hs24","飛盤"
"1168","hs18","保險套"
"1169","hs20","準心"
"1170","hs19","滑板培林"
"1171","hs21","飛盤"
"1172","hs09","煞車盤"
"1173","hs24","平底鍋"
"1174","hs37","雨傘"
"1175","hs30","數學同心圓"
"1176","hs20","光碟"
"1178","hs26","眼球"
"1179","hs06","一個圈裏面有一個圈又有一個圈"
"1180","hs15","板凳"
"1181","hs24","時鐘"
"1182","hs28","圓形廣場"
"1183","hs29","輪胎"
"1184","hs20","甜甜圈"
"1185","hs04","水波"
"1186","hs18","調整音量的選轉扭"
"1187","hs19","轉動中的螺旋槳"
"1188","hs01","漣漪"
"1189","hs26","杯墊"
"1191","hs09","標靶"
"1192","hs15","CAVS"
"1193","hs30","鈕扣"
"1194","hs12","操場的跑道"
"1195","hs27","圓圈"
"1196","hs09","光碟"
"1197","hs22","通風口"
"1198","hs19","輪子"
"1199","hs31","輪子"
"1200","hs27","眼睛"
"1201","hs24","轉很快的葉片"
"1202","hs29","燈泡"
"1203","hs18","耳機孔"
"1204","hs22","點"
"1205","hs01","圓盤"
"1206","hs26","標靶"
"1207","hs37","攝影機"
"1208","hs03","朋友的臉"
"1209","hs31","圓"
"1210","hs28","三條線"
"1211","hs01","輪胎"
"1212","hs21","DJ刮碟"
"1214","hs31","同心圓"
"1215","hs40","相機鏡頭"
"1216","hs01","飛盤"
"1217","hs20","輪子"
"1218","hs31","3個圓"
"1219","hs18","飛盤"
"1220","hs27","盤子"
"1221","hs01","CD片"
"1222","hs14","輪子"
"1224","hs22","框架"
"1225","hs21","甜甜圈"
"1226","hs11","圓"
"1227","hs24","臉盆"
"1228","hs30","燈泡"
"1229","hs01","按鈕"
"1230","hs27","飛碟"
"1231","hs14","軸承"
"1232","hs09","盤子底部"
"1233","hs12","漏斗"
"1234","hs22","限制"
"1235","hs21","準心"
"1236","hs18","鈕扣"
"1237","hs15","搖桿"
"1238","hs27","CD"
"1240","hs24","飛碟"
"1241","hs11","同心圓"
"1242","hs20","無底洞"
"1243","hs06","同心圓"
"1244","hs40","滑板輪子"
"1245","hs14","指尖陀螺"
"1246","hs31","瞄準器"
"1247","hs21","無底洞"
"1249","hs22","複雜"
"1250","hs26","隧道"
"1251","hs11","靶"
"1252","hs09","高爾夫球洞"
"1253","hs18","神秘麥田圈"
"1254","hs15","禿頭"
"1255","hs31","甜甜圈"
"1256","hs20","飛碟"
"1257","hs09","按鈕"
"1258","hs24","時光穿梭"
"1259","hs27","圓圈"
"1260","hs12","蛋"
"1261","hs01","圓管"
"1262","hs31","洋蔥圈"
"1263","hs11","輪子"
"1264","hs14","燈"
"1265","hs20","飛盤"
"1266","hs31","飛盤"
"1267","hs37","蛋糕"
"1268","hs27","飛碟"
"1269","hs31","帽子"
"1270","hs12","輪子"
"1271","hs21","輪胎"
"1273","hs27","杯子"
"1274","hs24","望遠鏡"
"1275","hs09","耳罩式耳機外觀"
"1276","hs11","光碟"
"1277","hs30","輪子"
"1278","hs29","手錶"
"1279","hs32","輪子"
"1280","hs15","滾輪"
"1281","hs20","軸承"
"1282","hs26","白洞"
"1283","hs39","圈圈"
"1285","hs12","杯蓋"
"1286","hs40","標靶"
"1287","hs29","軸承"
"1288","hs21","軸承"
"1289","hs30","破洞"
"1290","hs27","圓圈"
"1291","hs40","杯墊"
"1292","hs20","吸盤"
"1293","hs32","等高線圖"
"1294","hs11","蓋子"
"1295","hs31","呼拉圈"
"1296","hs14","CD"
"1297","hs21","吸盤"
"1298","hs27","盤子"
"1299","hs06","光碟"
"1301","hs15","愛情"
"1302","hs09","飛盤"
"1303","hs39","輪子"
"1304","hs11","盤子"
"1305","hs31","游泳圈"
"1306","hs09","準心"
"1307","hs14","喇叭"
"1308","hs27","眼睛"
"1309","hs32","同心圓"
"1310","hs30","監視器"
"1311","hs29","杯蓋"
"1312","hs11","碗"
"1313","hs26","相機鏡頭"
"1314","hs31","罐頭鳳梨"
"1315","hs12","軸承"
"1316","hs06","奶子"
"1317","hs22","宇宙的開端"
"1318","hs27","飛碟"
"1319","hs37","飛盤"
"1320","hs32","手錶"
"1321","hs20","輪胎"
"1322","hs39","音響"
"1323","hs27","CD"
"1324","hs15","銀河"
"1325","hs12","時鐘"
"1326","hs30","球"
"1327","hs01","俯視杯子"
"1328","hs26","輪子"
"1329","hs32","時鐘"
"1330","hs09","甜甜圈"
"1331","hs22","黑洞"
"1332","hs21","胎盤"
"1333","hs15","地球核心"
"1334","hs30","葡萄"
"1335","hs19","樹木的年輪"
"1336","hs20","剎車碟盤"
"1338","hs09","陀螺"
"1339","hs37","照明燈"
"1340","hs11","漏斗"
"1341","hs26","抱枕"
"1344","hs32","年輪"
"1345","hs20","盤子"
"1346","hs40","圓心椅"
"1347","hs06","地核"
"1349","hs19","盤子"
"1351","hs22","監獄"
"1352","hs11","杯子"
"1353","hs32","logo"
"1354","hs15","花"
"1355","hs12","火星塞"
"1357","hs39","方向盤"
"1358","hs26","燈罩"
"1359","hs15","空"
"1360","hs29","眼睛"
"1361","hs15","無題"
"1362","hs20","同心圓"
"1363","hs32","耳機孔"
"1364","hs29","音響"
"1365","hs39","光碟"
"1366","hs30","盤子"
"1367","hs27","按鈕"
"1368","hs29","喇叭"
"1369","hs26","年輪"
"1370","hs40","年輪"
"1371","hs01","套環"
"1372","hs12","墊子"
"1373","hs31","培林"
"1374","hs30","剎車鼓"
"1375","hs32","排氣孔"
"1376","hs12","圓桌"
"1377","hs11","飛盤"
"1378","hs32","喇叭"
"1379","hs22","盒子"
"1380","hs11","球"
"1381","hs30","手錶"
"1382","hs37","山地ㄉ線圖"
"1383","hs19","望遠鏡"
"1384","hs32","警報警示燈"
"1388","hs19","狙擊鏡"
"1389","hs31","熱狗"
"1390","hs31","棒棒糖"
"1391","hs30","麥克風"
"1392","hs27","三個圈"
"1393","hs14","麥田圈"
"1394","hs11","貓眼"
"1395","hs30","GOOGLE"
"1396","hs01","軸承"
"1397","hs32","飛盤"
"1398","hs39","開機件"
"1399","hs22","一切的開端"
"1400","hs32","鐵餅"
"1401","hs14","幽浮"
"1402","hs14","幽浮"
"1403","hs40","電風扇的外殼"
"1404","hs12","餐桌"
"1405","hs26","圓形磁鐵"
"1406","hs32","眼睛"
"1407","hs11","時鐘"
"1408","hs11","燈"
"1409","hs29","鏡頭"
"1410","hs14","軌道"
"1411","hs32","圓椅凳"
"1412","hs39","眼睛"
"1413","hs14","行星"
"1414","hs29","耳機"
"1415","hs01","靶"
"1416","hs14","宇宙"
"1417","hs26","電風扇外殼"
"1418","hs29","盾牌"
"1419","hs12","大中小圍在一起的橡皮筋"
"1420","hs14","銀河"
"1421","hs12","漩渦"
"1422","hs14","太陽系"
"1423","hs26","雪球"
"1424","hs14","星雲"
"1425","hs26","離合器蓋"
"1426","hs26","齒輪"
"1427","hs14","衛星"
"1428","bs33","圓"
"1429","bs33","同心圓"
"1430","bs33","眼睛"
"1431","bs33","瞳孔"
"1432","bs05","圓形"
"1433","bs05","輪子"
"1434","bs05","眼球"
"1439","bs05","圓形"
"1440","bs05","輪子"
"1445","bs05","圓形"
"1446","bs05","輪子"
"1449","hs40","車輪"
"1450","hs40","年輪"
"1451","hs40","相機鏡頭"
"1452","hs40","店員見"
"1453","hs40","年輪蛋糕"
"1454","hs40","光碟"
"1455","hs40","過濾網"
"1456","bs36","同心圓"
"1458","bs36","同心圓"
"1459","hs40","主機業扇外殼"
"1460","hs40","電燈"
"1461","hs40","沾版"
"1462","hs40","樹幹"
"1463","hs40","方向盤"
"1464","hs40","鈕扣"
"1465","hs40","鳳梨罐頭"
"1466","hs40","蝸牛"
"1467","hs40","電風扇"
"1468","hs40","銅板"
"1469","hs40","圓規"
"1470","bs12","輪迴眼"
"1471","ds11","球接頭（正面看的樣子"
"1472","hs11","圓"
"1473","hs11","同心圓"
"1474","hs11","靶"
"1475","hs11","輪子"
"1476","hs11","盤子"
"1477","hs11","碗"
"1479","hs11","漏斗"
"1480","hs11","燈"
"1481","ds11","箭靶"
"1482","hs11","飛盤"
"1483","bs17","轉生眼"
"1484","bs17","箭靶"
"1485","hs11","蓋子"
"1486","bs17","眼球"
"1487","ds11","計秒器"
"1488","bs17","輪子"
"1489","hs11","杯子"
"1490","ds11","眼睛"
"1491","bs17","彈簧床"
"1492","ds11","輪胎"
"1493","hs11","鏡頭"
"1494","ds11","螺絲"
"1495","ds11","甜甜圈"
"1496","hs11","槍口"
"1497","ds11","瓶蓋"
"1498","ds11","戒指"
"1499","hs11","鉛筆"
"1500","ds11","時鐘"
"1501","bs06","軸承"
"1502","ds11","車燈"
"1503","bs06","靶心"
"1504","hs11","跑道"
"1505","ds11","開關按鍵"
"1506","ds11","安全零"
"1507","ds11","安全鈴"
"1508","ds11","公車下車鈴"
"1509","ds11","喇吧鎖"
"1510","ds11","燈罩"
"1511","ds11","標記"
"1512","hs32","漣漪"
"1513","hs32","同心圓"
"1514","hs32","年輪"
"1515","hs32","颱風"
"1516","hs32","甜甜圈"
"1517","hs32","等高線圖"
"1518","hs32","車輪"
"1519","bs28","同心圓"
"1521","hs32","飛盤"
"1522","hs32","太陽"
"1523","hs32","塗鴉"
"1524","hs32","電風扇"
"1525","bs01","圈圈"
"1526","bs01","標靶"
"1527","hs32","排水孔"
"1528","bs01","金魚眼"
"1529","bs01","海綿寶寶的眼睛"
"1530","bs01","套圈圈"
"1531","hs32","蓋子"
"1532","bs01","丟球"
"1533","hs32","CD"
"1534","bs31","標靶"
"1535","bs31","標靶"
"1536","bs01","CD片"
"1537","bs31","靶心"
"1538","bs01","光碟"
"1539","hs32","景較警示燈"
"1540","bs31","同心圓"
"1541","bs01","喇叭圖案"
"1542","hs32","警告警示燈"
"1543","bs01","死魚眼"
"1544","hs32","筆筒"
"1545","bs01","奶頭"
"1546","bs01","眼睛"
"1547","bs01","按鈕"
"1548","bs19","波"
"1549","bs19","三個圓"
"1550","bs19","乳頭"
"1551","bs19","眼睛"
"1552","bs19","飛盤"
"1553","bs19","盤子"
"1554","bs19","旋轉很快的棒子"
"1555","bs19","旋轉中的指尖陀螺"
"1556","bs19","腮紅"
"1557","bs19","旋轉的足蜻蜓"
"1558","bs19","方向盤"
"1559","bs19","乳暈"
"1560","bs19","胸部"
"1561","bs19","青春痘"
"1562","bs19","準心"
"1563","bs13","三個圓"
"1564","bs19","標靶"
"1565","bs13","標靶"
"1566","bs13","眼睛"
"1567","bs13","按鈕"
"1568","cs33","三個圓圈"
"1569","cs33","箭靶"
"1570","bs19","這樣形狀的雲"
"1571","cs33","眼睛"
"1572","bs19","橡皮筋"
"1573","cs33","印章"
"1574","hs10","標靶"
"1576","hs10","四個圓形"
"1577","cs33","準心"
"1578","bs13","上視圖"
"1579","cs33","貼紙"
"1580","cs33","標籤"
"1581","hs10","變色龍的眼睛"
"1582","cs33","耳環"
"1583","cs33","餅乾"
"1584","bs13","後視圖"
"1585","bs13","下視圖"
"1586","cs33","甜甜圈"
"1587","bs13","側視圖"
"1588","bs13","左視圖"
"1589","bs13","右視圖"
"1590","hs10","電風扇"
"1591","bs22","同心圓"
"1592","bs22","標靶"
"1593","bs22","輪胎"
"1594","hs10","輪胎"
"1595","bs22","白底黑線"
"1596","bs22","CD"
"1597","bs22","眼睛"
"1599","hs10","同心圓"
"1600","hs10","風扇"
"1601","hs10","輪胎"
"1602","hs10","變色龍的眼睛"
"1603","bs22","重疊的圓"
"1604","hs10","標靶"
"1605","hs10","同心圓"
"1606","hs10","四個圓形"
"1607","bs22","目標"
"1608","hs10","地球剖面圖"
"1609","hs10","漣漪"
"1610","hs10","銀河系"
"1611","bs22","太陽系"
"1612","hs10","球"
"1614","bs22","古典物理的原子"
"1615","bs22","木星"
"1616","bs22","監視"
"1617","bs16","圓"
"1618","bs16","射箭圖"
"1619","bs16","城區地圖"
"1620","bs16","迷宮"
"1621","bs16","球"
"1622","bs16","輪子"
"1623","bs16","毛線球"
"1624","bs16","眼鏡鏡片"
"1625","bs16","捲桶衛生紙"
"1626","bs16","扇子的葉片"
"1627","bs16","相機鏡頭"
"1628","bs16","球"
"1629","bs16","射箭靶子"
"1630","bs16","城區地圖"
"1631","bs16","輪子"
"1632","bs16","毛線球"
"1633","bs16","圓"
"1634","bs16","眼鏡鏡片"
"1635","bs16","相機鏡頭"
"1636","bs16","捲桶衛生紙"
"1637","bs16","扇子的扇葉"
"1638","bs16","圓形垃圾桶"
"1639","bs16","螺絲釘"
"1640","bs32","同心圓"
"1641","bs16","CD唱片"
"1642","bs07","地球軌道"
"1643","bs07","眼球"
"1644","bs07","地震源"
"1645","bs07","輪胎"
"1646","bs07","飛盤"
"1647","bs07","CD片"
"1648","bs07","槍口"
"1649","bs07","餐盤"
"1650","bs18","古錢"
"1651","bs18","CD"
"1652","bs18","飛盤"
"1653","bs18","輪胎"
"1654","bs18","圖畫"
"1655","hs19","奶嘴"
"1656","hs19","奶瓶"
"1657","hs19","滑板的培林"
"1658","hs19","輪子"
"1659","bs26","圓"
"1660","hs19","眼睛"
"1661","bs26","小圓"
"1662","bs26","中圓"
"1663","bs26","大圓"
"1664","bs18","飛碟"
"1665","bs26","標靶"
"1666","hs19","選轉中的螺旋槳"
"1667","bs18","眼睛"
"1668","bs26","眼睛"
"1669","bs26","飛盤"
"1670","bs18","白色的"
"1671","hs19","望遠鏡"
"1672","hs19","狙擊鏡"
"1673","bs26","輪軸"
"1674","hs19","標靶"
"1675","bs18","甜甜圈"
"1676","hs19","時鐘"
"1677","bs26","定滑輪"
"1678","bs26","動滑輪"
"1679","hs19","從北極太空看到的地球"
"1680","bs18","黑膠唱片"
"1681","hs19","從上方看寶特瓶"
"1683","hs19","盤子"
"1684","hs19","旋轉中的電風扇"
"1685","hs19","奶頭"
"1686","bs21","耙"
"1687","bs21","圓圈"
"1688","bs21","耙"
"1689","bs21","圓圈"
"1690","bs21","重疊的圓圈"
"1691","bs21","大小都有的圓圈"
"1692","bs21","3個分為大中小的圓圈"
"1693","bs21","同心圓"
"1694","bs11","標靶"
"1695","bs11","摔角場"
"1706","bs20","3個圓圈"
"1707","bs20","輪胎"
"1708","bs20","球"
"1709","bs20","圓柱體的俯視圖"
"1710","bs20","標靶"
"1711","bs20","3個星球連成一條線"
"1712","bs25","標靶"
"1713","bs25","一個甜甜圈被圈起來"
"1714","bs25","輪子"
"1715","bs37","靶"
"1716","bs37","颱風"
"1717","bs37","甜甜圈"
"1718","bs15","同心圓"
"1719","bs15","標靶"
"1720","bs15","鏡頭"
"1721","bs15","按鈕"
"1722","bs34","圓圈"
"1723","bs34","CD"
"1724","bs04","同心圓"
"1725","bs04","震度"
"1726","bs04","三個圓"
"1727","bs04","波"
"1728","bs04","盤子"
"1729","bs04","飛盤"
"1730","bs04","標靶"
"1731","bs04","準心"
"1732","bs04","田田鵑"
"1733","bs04","甜甜圈"
"1734","bs04","高速旋轉的電風扇"
"1735","bs04","電子分布圖"
"1736","bs04","原子"
"1737","bs04","鈕扣"
"1738","bs35","圓"
"1739","bs35","靶"
"1740","bs27","靶"
"1741","bs27","輪迴眼"
"1742","bs27","飛盤"
"1743","bs27","黑膠唱片"
"1744","bs27","CD"
"1745","bs27","雲"
"1746","bs27","甜甜圈"
"1747","bs27","盤子"
"1749","bs03","漣漪"
"1750","bs03","標靶"
"1751","bs03","同心圓"
"1752","bs03","三層蛋糕"
"1753","bs03","盤子"
"1754","bs03","飛盤"
"1755","bs03","眼睛"
"1756","bs30","圓形"
"1757","bs30","漩渦"
"1758","bs30","洞"
"1759","bs30","風扇"
"1760","bs30","圈"
"1761","bs30","鏡頭"
"1764","bs30","瓶蓋"
"1765","ds34","眼睛"
"1766","ds34","彈珠"
"1767","ds34","輪胎"
"1768","ds34","飛盤"
"1769","ds34","盤子"
"1770","ds34","標靶"
"1771","ds34","地勢圖"
"1772","ds34","CD"
"1773","ds34","電晶體"
"1774","ds34","皮帶盤"
"1775","ds34","曲軸齒輪"
"1776","ds34","凸輪軸齒輪"
"1777","ds34","急速旋轉的風扇"
"1779","ds34","操場"
"1780","ds34","燈座"
"1781","ds34","喇叭"
"1782","ds34","壓板彈簧"
"1783","ds34","按鈕"
"1784","ds34","蓋子"
"1785","bs09","圓型"
"1786","bs36","同心圓"
"1787","bs36","好多圓"
"1788","ds14","標靶"
"1789","ds14","輪迴眼"
"1790","ds14","眼睛"
"1791","bs14","輪迴眼"
"1792","bs14","標靶"
"1793","bs14","圓型"
"1794","is01","好幾個圓"
"1795","is01","眼睛"
"1796","is01","水波"
"1797","is01","鏡頭"
"1798","is18","三個圈"
"1799","is08","大釣哥"
"1800","is08","大釣哥"
"1801","is08","大釣哥"
"1802","is08","大釣哥"
"1803","is08","大釣哥"
"1804","is08","大釣哥"
"1805","is08","大釣哥"
"1806","is08","大釣哥"
"1807","is08","大釣哥"
"1808","is08","大釣哥"
"1809","is08","大釣哥"
"1810","is08","大釣哥"
"1811","is08","大釣哥"
"1814","is08","大釣哥"
"1815","is18","鏢靶"
"1816","is08","大釣哥"
"1817","is08","大釣哥"
"1818","is08","大釣哥"
"1819","is08","大釣哥"
"1820","is08","大釣哥"
"1821","is08","大釣哥"
"1822","is08","大釣哥"
"1823","is08","大釣哥"
"1824","is08","大釣哥"
"1825","is08","大釣哥"
"1826","is08","大釣哥"
"1827","is08","大釣哥"
"1828","is08","大釣哥"
"1829","is08","大釣哥"
"1830","is01","錢"
"1831","is01","力量"
"1832","is06","3個圓"
"1833","is06","奶頭"
"1834","is06","一筒"
"1835","is06","套筒"
"1836","is06","標把"
"1837","is06","光碟片"
"1838","is06","盤子"
"1839","is06","照相機鏡頭"
"1840","is06","黑洞"
"1841","is06","指紋"
"1842","is06","柱子"
"1843","is06","線圈"
"1844","is06","電風扇"
"1845","is06","電風扇"
"1846","is06","年輪蛋糕"
"1847","is06","年輪"
"1848","is15","圈圈"
"1849","is15","一堆圈圈"
"1850","is09","層次"
"1851","is10","很多圈圈"
"1852","is15","好多圈圈"
"1853","is10","還是圈圈"
"1854","is15","阿~有三個圈圈"
"1855","is09","多重"
"1856","is10","滿滿的圈圈"
"1857","is09","空虛"
"1858","is15","有大有小的圈圈"
"1859","is09","迷惘"
"1860","is09","眼睛"
"1861","is15","原來是橢圓"
"1862","is09","絕望"
"1863","is15","這是360度的圓嗎"
"1864","is02","靶"
"1865","is09","空白"
"1866","is09","輪迴"
"1867","is05","炫窩"
"1868","is09","墜落"
"1869","is09","無線"
"1870","is09","封閉"
"1871","is15","這是在測驗甚麼"
"1872","is09","單獨"
"1873","is09","隔絕"
"1874","is15","請輸入文字"
"1875","is09","遺忘"
"1876","is15","我想交卷了"
"1877","is15","好無聊"
"1878","is09","感應"
"1879","is09","保護"
"1881","is09","安全"
"1882","is09","團聚"
"1883","is09","溫暖"
"1884","is16","十元"
"1885","is16","大圓"
"1886","is16","小圓"
"1887","is16","圓"
"1888","is16","很圓"
"1889","is16","非常圓"
"1890","is16","超級圓"
"1891","is16","世界圓"
"1892","is16","超級無敵世界圓"
"1893","is16","操他媽的圓"
"1894","is19","圓形"
"1895","bs02","標靶"
"1896","is19","標靶"
"1897","is19","準星"
"1898","bs02","同心圓"
"1899","bs02","圓形"
"1900","is19","三個圈圈"
"1901","is07","電波"
"1902","is07","吹風機"
"1903","is07","電風扇"
"1904","is14","三個圈圈"
"1905","is14","同心圓"
"1906","is07","圓型磁鐵"
"1907","is14","視覺效果"
"1908","is07","圓柱"
"1909","is07","按鈕"
"1910","is07","可收摺水杯"
"1911","is07","磁扣"
"1912","is07","唱盤"
"1913","is07","音響喇叭"
"1914","is07","方向盤"
"1915","is07","車輪"
"1916","is20","同心圓"
"1917","is20","飛輪"
"1918","is20","輪子"
"1919","is20","圓柱"
"1920","is11","同心圓"
"1921","is11","圓"
"1922","is11","圓周率一樣"
"1923","is11","半徑都不一樣"
"1924","is11","直徑都不一樣"
"1925","is11","線一樣粗"
"1926","is11","空白處都是白色"
"1927","is11","都在一個白色方框裡面"
"1928","is26","標靶"
"1929","is26","中心"
"1930","is26","圓形"
"1931","is31","圓圈"
"1932","is31","大園"
"1933","is26","兩個行"
"1934","is31","小圓"
"1935","is31","中圓"
"1937","is26","三個圓形"
"1938","is26","生活淵"
"1939","is24","小穴"
"1940","is24","圈圈"
"1941","is24","冠賢"
"1942","is24","沒用的"
"1943","is26","進擊的巨人"
"1945","is24","甜甜圈"
"1947","is33","螺旋丸"
"1948","is24","好吃"
"1949","is26","富貴階級"
"1950","is33","圈圈"
"1951","is24","林佑則"
"1952","is26","核彈範圍"
"1953","is24","腎虛"
"1954","is26","軸承"
"1955","is24","嘉宏"
"1956","is24","眼睛"
"1957","is26","領海範圍"
"1958","is26","曼陀羅"
"1959","is24","隱眼"
"1960","is26","國家"
"1961","is24","肛門"
"1962","is26","膠帶"
"1964","is26","球"
"1969","is24","鑰匙孔"
"1970","is24","嘴"
"1971","is24","猴子"
"1972","is24","沒用的"
"1973","is24","輪子"
"1974","is24","軸承"
"1975","is03","盾盤"
"1976","is03","標靶"
"1977","is03","曼陀羅"
"1978","is03","盤子"
"1979","is03","鍋底"
"1980","is03","椅子"
"1981","is03","桌子"
"1983","is03","麥克風"
"1986","is28","453254324532"
"1997","is03","按鈕"
"1998","is04","圓包圓包圓"
"1999","is03","電燈"
"2000","is29","圈圈圓圓圈圈"
"2001","is29","甜甜黏黏的我"
"2002","is29","深深看你的臉"
"2003","is03","雨傘"
"2004","is29","埋怨的溫柔的臉"
"2005","is29","深情的溫柔"
"2006","is03","雨帽"
"2007","is03","飛盤"
"2008","is03","滾輪"
"2009","is03","筆筒"
"2010","is03","石頭"
"2011","is29","圈圈圓圓圈圈"
"2012","is37","眼睛"
"2013","is03","陀螺"
"2014","is29","甜甜黏黏的我"
"2015","is37","年輪"
"2016","is29","深深看你的臉"
"2017","is03","貝殼"
"2018","is37","輪胎"
"2020","is37","甜甜圈"
"2021","is29","深情的溫柔"
"2022","is29","埋怨的溫柔的臉"
"2023","is03","門把"
"2024","is03","門鈴"
"2025","is29","不懂愛恨情仇煎熬的我們"
"2026","is36","三個圈圈"
"2027","is03","車鑰匙"
"2028","is29","圈圈圓圓圈圈"
"2029","is29","天天年年天天的我"
"2030","is29","深深看你的臉"
"2031","is32","圈"
"2032","is29","生氣的溫柔"
"2033","is29","埋怨的溫柔的臉"
"2034","is29","不懂愛恨情仇煎熬的我們"
"2035","is29","都以為相愛就像風雲的善變"
"2036","is29","相信愛一天"
"2037","is29","抵過永遠"
"2038","is29","在這一剎那凍結了時間"
"2039","is29","不懂怎麼表現溫柔的我們"
"2040","is29","還以為殉情只是古老的傳言"
"2041","is29","離愁能有多痛"
"2042","is29","痛有多濃"
"2043","is29","當夢被埋在江南煙雨中"
"2044","is29","心碎了才懂"
"2045","is12","蚊香"
"2046","is12","奶頭"
"2047","is25","三個圓"
"2048","is35","RUL29"
"2049","is25","五個圓"
"2050","is42","宇智波代土"
"2051","is25","飛鏢板"
"2052","is25","盤子"
"2053","is25","飛盤"
"2054","is42","泌穴"
"2055","is42","輪迴眼"
"2056","is25","錢幣"
"2058","is39","圓"
"2059","is41","靶紙"
"2060","is41","輪迴眼"
"2061","is22","奶頭"
"2062","is22","甜筒"
"2063","is22","一筒"
"2064","is22","電風扇"
"2065","is22","電燈"
"2066","is22","游泳圈"
"2067","is22","輪子"
"2069","hs25","眼睛"
"2070","hs25","圓圈"
"2071","hs25","甜甜圈"
"2072","hs25","輪胎"
"2073","hs25","嘴唇"
"2074","hs25","太陽"
"2075","hs25","月亮"
"2076","hs25","地球"
"2077","hs25","土星"
"2078","hs25","火星"
"2080","hs25","水星"
"2081","hs25","木星"
"2082","hs35","甜甜圈"
"2083","hs35","方向盤"
"2084","hs25","天王星"
"2086","hs25","海王星"
"2087","hs35","輪胎"
"2088","hs35","游泳圈"
"2089","hs35","飛輪"
"2090","hs35","飛盤"
"2091","hs35","棒棒糖"
"2093","hs35","籃球"
"2094","hs35","時鐘"
"2095","hs35","盤子"
"2096","hs35","鈕扣"
"2098","hs35","蛋糕"
"2099","hs35","藥丸"
"2100","hs35","手環"
"2101","hs35","泡泡"
"2102","hs35","蚊香"
"2104","hs35","硬幣"
"2105","hs35","鍋子"
"2106","as19","圈圈"
"2107","as01","同心圓"
"2178","as12","同心圓"
"2180","as12","同心圓"
"2181","as10","同心圓"
"2182","as10","眼球"
"2183","as10","光碟片"
"2184","as10","標靶"
"2188","as10","水管"
"2313","as10","同心圓"
"2314","as41","輪胎"
"2315","as10","水管橫切面"
"2316","as10","眼球"
"2317","as10","光碟"
"2318","as10","隧道"
"2319","as41","方向盤"
"2320","as10","標靶"
"2321","as41","彈簧"
"2322","as41","輪框"
"2325","as10","甜甜圈"
"2326","as14","同心圓"
"2327","as34","圓形"
"2328","as14","圓形"
"2329","as14","漣漪"
"2330","as34","同心圓"
"2332","as14","太陽"
"2333","as34","標靶"
"2334","as14","眼睛"
"2335","as34","輪胎"
"2336","as34","圓柱"
"2337","as02","同心圓"
"2340","as02","蟲洞"
"2341","as20","同心圓"
"2347","as02","輪圈"
"2348","as02","漣漪"
"2349","as02","乳頭"
"2351","as02","漣漪"
"2352","as06","圓圈"
"2353","as23","三個圓"
"2356","as28","同心圓"
"2357","as23","三個圓"
"2358","as13","通心園"
"2359","as13","同心圓"
"2360","as13","輪子"
"2361","as13","眼球"
"2362","as12","同心圓"
"2363","as18","箭靶"
"2364","as09","同心圓"
"2365","as13","靶"
"2366","as09","標靶"
"2367","as09","圓形"
"2368","as13","光圈"
"2369","as18","圓圈"
"2370","as09","輪胎"
"2371","as09","車輪餅"
"2372","as05","同心圓"
"2373","as05","光圈"
"2374","as09","眼球"
"2375","as05","靶"
"2376","as18","光碟"
"2377","as09","甜甜圈"
"2378","as05","圓"
"2379","as05","古錢"
"2380","as24","眼睛"
"2381","as24","奶頭"
"2382","as09","滾珠軸承"
"2383","as18","眼睛"
"2384","as24","車輪"
"2385","as24","軸承"
"2386","as09","磁鐵"
"2387","as05","好多圓"
"2388","as19","圓圈"
"2389","as09","喇叭鎖"
"2390","as24","大砲"
"2391","as15","同心圓"
"2392","as07","圓"
"2394","as15","圈圈"
"2395","as18","旋轉"
"2396","as07","四個圓"
"2397","as15","CD"
"2398","as15","輪胎"
"2399","as07","同心"
"2400","as15","小圓"
"2401","as15","大圓"
"2402","as07","圓"
"2403","as07","大"
"2404","as07","中"
"2405","as07","小"
"2406","as07","同心"
"2407","as35","飛盤"
"2408","as30","飛輪"
"2409","as07","三個圓"
"2410","as35","飛輪"
"2411","as30","飛盤"
"2412","as30","漩渦"
"2413","as35","漩渦"
"2414","as36","飛輪"
"2415","as35","眼睛"
"2417","as30","瞳孔"
"2418","as30","指紋"
"2419","as35","指紋"
"2420","as36","永無止"
"2421","as35","筆蓋頭"
"2422","as30","筆蓋頭"
"2423","as36","永無止盡"
"2424","as34","飛輪"
"2425","as34","飛盤"
"2426","as36","眼睛"
"2427","as34","瞳孔"
"2428","as30","手機鏡頭"
"2429","as35","手機自拍鏡頭"
"2430","as34","輪迴眼"
"2431","as31","圓"
"2432","as34","指紋"
"2433","as35","電風扇"
"2434","as30","電風扇"
"2435","as36","鏡頭"
"2436","as34","筆尖"
"2437","as31","圓裡面包著一個圓"
"2438","as34","同心圓"
"2439","as34","洞"
"2440","as30","水桶"
"2441","as35","水桶"
"2442","as31","大圓裡面有兩個圓"
"2443","as34","水桶"
"2444","as34","電風扇"
"2445","as30","螺絲孔"
"2446","as35","螺絲口"
"2447","as34","螺絲孔"
"2448","as34","標靶"
"2449","as30","按鈕"
